#description: jpscore (0.8.4)
#agents: 55
#count: 0
#framerate: 16.00
#geometry: geo_2_8.xml
#ID: the agent ID
#FR: the current frame
#X,Y,Z: the agents coordinates (in metres)
#A, B: semi-axes of the ellipse
#ANGLE: orientation of the ellipse
#COLOR: color of the ellipse

ID	FR	X	Y	Z	A	B	ANGLE	COLOR	
5	170	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	170	0.35	6.35	0.00	0.17	0.17	-90.78	0	
7	170	0.00	6.35	0.00	0.17	0.17	-90.00	0	
8	170	0.02	-0.10	0.00	0.17	0.17	0.83	0	
9	170	0.14	1.90	0.00	0.17	0.17	-114.12	2	
10	170	0.22	1.43	0.00	0.17	0.17	144.96	0	
11	170	0.35	6.70	0.00	0.17	0.17	-90.74	0	
12	170	-0.98	2.02	0.00	0.17	0.17	-60.91	254	
13	170	-1.05	5.65	0.00	0.17	0.17	-83.14	0	
14	170	-0.17	4.55	0.00	0.17	0.17	-92.34	0	
15	170	-0.41	1.46	0.00	0.17	0.17	-52.39	0	
16	170	-0.70	5.65	0.00	0.17	0.17	-86.13	0	
17	170	-0.16	2.09	0.00	0.17	0.17	-118.48	0	
18	170	0.00	0.79	0.00	0.17	0.17	-101.00	0	
19	170	0.57	1.39	0.00	0.17	0.17	-129.78	0	
20	170	0.70	4.95	0.00	0.17	0.17	-94.33	0	
21	170	-0.81	0.24	0.00	0.17	0.17	40.57	0	
22	170	0.75	0.65	0.00	0.17	0.17	-66.31	2	
23	170	-0.37	1.81	0.00	0.17	0.17	-135.14	0	
24	170	-1.05	3.90	0.00	0.17	0.17	-80.73	0	
25	170	0.35	4.95	0.00	0.17	0.17	-90.96	0	
26	170	-0.70	4.25	0.00	0.17	0.17	-85.10	0	
27	170	-0.35	4.25	0.00	0.17	0.17	-88.91	0	
28	170	-0.42	1.11	0.00	0.17	0.17	-42.96	0	
30	170	-0.08	-0.43	0.00	0.17	0.17	-87.51	0	
31	170	-0.77	1.69	0.00	0.17	0.17	-63.71	0	
32	170	-0.07	1.62	0.00	0.17	0.17	155.18	0	
33	170	0.79	1.66	0.00	0.17	0.17	-88.58	0	
34	170	0.55	1.04	0.00	0.17	0.17	150.49	0	
35	170	-0.69	0.84	0.00	0.17	0.17	-99.81	0	
36	170	-0.11	1.27	0.00	0.17	0.17	-49.25	0	
37	170	-0.57	0.50	0.00	0.17	0.17	-52.27	0	
38	170	0.15	0.47	0.00	0.17	0.17	-113.89	0	
39	170	2.45	6.00	0.00	0.17	0.17	-107.45	0	
41	170	0.50	0.41	0.00	0.17	0.17	-72.15	0	
42	170	0.92	1.29	0.00	0.17	0.17	-118.13	18	
43	170	0.96	0.94	0.00	0.17	0.17	103.91	3	
44	170	0.36	0.74	0.00	0.17	0.17	-129.70	0	
45	170	2.45	5.65	0.00	0.17	0.17	-108.31	0	
46	170	0.19	1.08	0.00	0.17	0.17	-99.67	0	
47	170	-0.59	2.09	0.00	0.17	0.17	-126.25	0	
48	170	1.05	6.35	0.00	0.17	0.17	-96.21	0	
49	170	-0.75	1.35	0.00	0.17	0.17	-41.57	0	
50	170	-1.05	4.25	0.00	0.17	0.17	-81.34	0	
51	170	-0.46	0.17	0.00	0.17	0.17	-17.88	0	
52	170	0.00	4.25	0.00	0.17	0.17	-90.00	0	
53	170	-0.01	4.86	0.00	0.17	0.17	-150.49	0	
54	170	0.28	0.14	0.00	0.17	0.17	-134.55	0	
55	170	-0.87	4.57	0.00	0.17	0.17	-94.79	40	
1	171	0.70	6.70	0.00	0.17	0.17	-93.34	0	
2	171	-0.11	0.23	0.00	0.17	0.17	-45.65	0	
3	171	-0.35	0.77	0.00	0.17	0.17	-62.77	0	
4	171	0.44	1.72	0.00	0.17	0.17	-135.99	1	
5	171	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	171	0.35	6.35	0.00	0.17	0.17	-90.78	0	
7	171	0.00	6.35	0.00	0.17	0.17	-90.00	0	
8	171	0.02	-0.10	0.00	0.17	0.17	0.83	0	
9	171	0.14	1.90	0.00	0.17	0.17	-114.12	2	
10	171	0.22	1.43	0.00	0.17	0.17	144.96	0	
11	171	0.35	6.70	0.00	0.17	0.17	-90.74	0	
12	171	-0.97	2.01	0.00	0.17	0.17	-1.24	53	
13	171	-1.05	5.65	0.00	0.17	0.17	-83.14	0	
14	171	-0.17	4.55	0.00	0.17	0.17	-92.34	0	
15	171	-0.41	1.46	0.00	0.17	0.17	-52.39	0	
16	171	-0.70	5.65	0.00	0.17	0.17	-86.13	0	
17	171	-0.18	2.10	0.00	0.17	0.17	-133.61	160	
18	171	0.00	0.79	0.00	0.17	0.17	-101.00	0	
19	171	0.57	1.39	0.00	0.17	0.17	-129.78	0	
20	171	0.70	4.95	0.00	0.17	0.17	-94.33	0	
21	171	-0.81	0.24	0.00	0.17	0.17	40.57	0	
22	171	0.75	0.65	0.00	0.17	0.17	-66.31	2	
23	171	-0.37	1.81	0.00	0.17	0.17	-135.14	0	
24	171	-1.05	3.90	0.00	0.17	0.17	-80.73	0	
25	171	0.35	4.95	0.00	0.17	0.17	-90.96	0	
26	171	-0.70	4.25	0.00	0.17	0.17	-85.10	0	
27	171	-0.35	4.25	0.00	0.17	0.17	-88.91	0	
28	171	-0.42	1.11	0.00	0.17	0.17	-42.96	0	
30	171	-0.08	-0.43	0.00	0.17	0.17	-87.51	0	
31	171	-0.77	1.69	0.00	0.17	0.17	-63.71	0	
32	171	-0.07	1.62	0.00	0.17	0.17	155.18	0	
33	171	0.79	1.66	0.00	0.17	0.17	-88.58	0	
34	171	0.55	1.04	0.00	0.17	0.17	150.49	0	
35	171	-0.69	0.84	0.00	0.17	0.17	-99.81	0	
36	171	-0.11	1.27	0.00	0.17	0.17	-49.25	0	
37	171	-0.57	0.50	0.00	0.17	0.17	-52.27	0	
38	171	0.15	0.47	0.00	0.17	0.17	-113.89	0	
39	171	2.45	6.00	0.00	0.17	0.17	-107.45	0	
41	171	0.50	0.41	0.00	0.17	0.17	-72.15	0	
42	171	0.92	1.29	0.00	0.17	0.17	-118.13	11	
43	171	0.96	0.94	0.00	0.17	0.17	103.91	2	
44	171	0.36	0.74	0.00	0.17	0.17	-129.70	0	
45	171	2.45	5.65	0.00	0.17	0.17	-108.31	0	
46	171	0.19	1.08	0.00	0.17	0.17	-99.67	0	
47	171	-0.59	2.09	0.00	0.17	0.17	-126.25	0	
48	171	1.05	6.35	0.00	0.17	0.17	-96.21	0	
49	171	-0.75	1.35	0.00	0.17	0.17	-41.57	0	
50	171	-1.05	4.25	0.00	0.17	0.17	-81.34	0	
51	171	-0.46	0.17	0.00	0.17	0.17	-17.88	0	
52	171	0.00	4.25	0.00	0.17	0.17	-90.00	0	
53	171	-0.01	4.86	0.00	0.17	0.17	-150.49	0	
54	171	0.28	0.14	0.00	0.17	0.17	-134.55	0	
55	171	-0.79	4.60	0.00	0.17	0.17	18.49	255	
1	172	0.70	6.70	0.00	0.17	0.17	-93.34	0	
2	172	-0.11	0.23	0.00	0.17	0.17	-45.65	0	
3	172	-0.35	0.77	0.00	0.17	0.17	-62.77	0	
4	172	0.44	1.72	0.00	0.17	0.17	-135.99	0	
5	172	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	172	0.35	6.35	0.00	0.17	0.17	-90.78	0	
7	172	0.00	6.35	0.00	0.17	0.17	-90.00	0	
8	172	0.02	-0.10	0.00	0.17	0.17	0.83	0	
9	172	0.14	1.90	0.00	0.17	0.17	-114.12	1	
10	172	0.22	1.43	0.00	0.17	0.17	144.96	0	
11	172	0.35	6.70	0.00	0.17	0.17	-90.74	0	
12	172	-0.97	2.00	0.00	0.17	0.17	-75.89	27	
13	172	-1.05	5.65	0.00	0.17	0.17	-83.14	0	
14	172	-0.17	4.55	0.00	0.17	0.17	-92.34	0	
15	172	-0.41	1.46	0.00	0.17	0.17	-52.39	0	
16	172	-0.70	5.65	0.00	0.17	0.17	-86.13	0	
17	172	-0.17	2.10	0.00	0.17	0.17	141.82	13	
18	172	0.00	0.79	0.00	0.17	0.17	-101.00	0	
19	172	0.57	1.39	0.00	0.17	0.17	-129.78	0	
20	172	0.70	4.95	0.00	0.17	0.17	-94.33	0	
21	172	-0.81	0.24	0.00	0.17	0.17	40.57	0	
22	172	0.75	0.65	0.00	0.17	0.17	-66.31	1	
23	172	-0.37	1.81	0.00	0.17	0.17	-135.14	0	
24	172	-1.05	3.90	0.00	0.17	0.17	-80.73	0	
25	172	0.35	4.95	0.00	0.17	0.17	-90.96	0	
26	172	-0.70	4.25	0.00	0.17	0.17	-85.10	0	
27	172	-0.35	4.25	0.00	0.17	0.17	-88.91	0	
28	172	-0.42	1.11	0.00	0.17	0.17	-42.96	0	
30	172	-0.08	-0.43	0.00	0.17	0.17	-87.51	0	
31	172	-0.77	1.69	0.00	0.17	0.17	-63.71	0	
32	172	-0.07	1.62	0.00	0.17	0.17	155.18	0	
33	172	0.79	1.66	0.00	0.17	0.17	-88.58	0	
34	172	0.55	1.04	0.00	0.17	0.17	150.49	0	
35	172	-0.69	0.84	0.00	0.17	0.17	-99.81	13	
36	172	-0.11	1.27	0.00	0.17	0.17	-49.25	0	
37	172	-0.57	0.50	0.00	0.17	0.17	-52.27	0	
38	172	0.15	0.47	0.00	0.17	0.17	-113.89	0	
39	172	2.45	6.00	0.00	0.17	0.17	-107.45	0	
41	172	0.50	0.41	0.00	0.17	0.17	-72.15	0	
42	172	0.92	1.29	0.00	0.17	0.17	-118.13	12	
43	172	0.96	0.94	0.00	0.17	0.17	103.91	0	
44	172	0.36	0.74	0.00	0.17	0.17	-129.70	0	
45	172	2.45	5.65	0.00	0.17	0.17	-108.31	0	
46	172	0.19	1.08	0.00	0.17	0.17	-99.67	0	
47	172	-0.59	2.09	0.00	0.17	0.17	-126.25	0	
48	172	1.05	6.35	0.00	0.17	0.17	-96.21	0	
49	172	-0.75	1.35	0.00	0.17	0.17	-41.57	0	
50	172	-1.05	4.25	0.00	0.17	0.17	-81.34	0	
51	172	-0.46	0.17	0.00	0.17	0.17	-17.88	0	
52	172	0.00	4.25	0.00	0.17	0.17	-90.00	0	
53	172	-0.01	4.86	0.00	0.17	0.17	-150.49	0	
54	172	0.28	0.14	0.00	0.17	0.17	-134.55	0	
55	172	-0.79	4.60	0.00	0.17	0.17	-85.22	19	
1	173	0.70	6.70	0.00	0.17	0.17	-93.34	0	
2	173	-0.11	0.23	0.00	0.17	0.17	-45.65	0	
3	173	-0.35	0.77	0.00	0.17	0.17	-62.77	0	
4	173	0.44	1.72	0.00	0.17	0.17	-135.99	0	
5	173	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	173	0.35	6.35	0.00	0.17	0.17	-90.78	0	
7	173	0.00	6.35	0.00	0.17	0.17	-90.00	0	
8	173	0.02	-0.10	0.00	0.17	0.17	0.83	1	
9	173	0.14	1.90	0.00	0.17	0.17	-114.12	2	
10	173	0.22	1.43	0.00	0.17	0.17	144.96	0	
11	173	0.35	6.70	0.00	0.17	0.17	-90.74	0	
12	173	-0.97	1.99	0.00	0.17	0.17	-100.51	17	
13	173	-1.05	5.65	0.00	0.17	0.17	-83.14	0	
14	173	-0.17	4.55	0.00	0.17	0.17	-92.34	0	
15	173	-0.41	1.46	0.00	0.17	0.17	-52.39	0	
16	173	-0.70	5.65	0.00	0.17	0.17	-86.13	0	
17	173	-0.17	2.10	0.00	0.17	0.17	141.82	9	
18	173	0.00	0.79	0.00	0.17	0.17	-101.00	0	
19	173	0.57	1.39	0.00	0.17	0.17	-129.78	0	
20	173	0.70	4.95	0.00	0.17	0.17	-94.33	0	
21	173	-0.81	0.24	0.00	0.17	0.17	40.57	0	
22	173	0.75	0.65	0.00	0.17	0.17	-66.31	1	
23	173	-0.37	1.81	0.00	0.17	0.17	-135.14	0	
24	173	-1.05	3.90	0.00	0.17	0.17	-80.73	0	
25	173	0.35	4.95	0.00	0.17	0.17	-90.96	0	
26	173	-0.70	4.25	0.00	0.17	0.17	-85.10	0	
27	173	-0.35	4.25	0.00	0.17	0.17	-88.91	0	
28	173	-0.42	1.11	0.00	0.17	0.17	-42.96	0	
30	173	-0.08	-0.43	0.00	0.17	0.17	-87.51	0	
31	173	-0.77	1.69	0.00	0.17	0.17	-63.71	0	
32	173	-0.07	1.62	0.00	0.17	0.17	155.18	0	
33	173	0.79	1.66	0.00	0.17	0.17	-88.58	0	
34	173	0.55	1.04	0.00	0.17	0.17	150.49	0	
35	173	-0.69	0.84	0.00	0.17	0.17	-99.81	1	
36	173	-0.11	1.27	0.00	0.17	0.17	-49.25	0	
37	173	-0.57	0.50	0.00	0.17	0.17	-52.27	0	
38	173	0.15	0.47	0.00	0.17	0.17	-113.89	0	
39	173	2.45	6.00	0.00	0.17	0.17	-107.45	0	
41	173	0.50	0.41	0.00	0.17	0.17	-72.15	0	
42	173	0.92	1.29	0.00	0.17	0.17	-118.13	6	
43	173	0.96	0.94	0.00	0.17	0.17	103.91	1	
44	173	0.36	0.74	0.00	0.17	0.17	-129.70	0	
45	173	2.45	5.65	0.00	0.17	0.17	-108.31	0	
46	173	0.19	1.08	0.00	0.17	0.17	-99.67	0	
47	173	-0.59	2.09	0.00	0.17	0.17	-126.25	0	
48	173	1.05	6.35	0.00	0.17	0.17	-96.21	0	
49	173	-0.75	1.35	0.00	0.17	0.17	-41.57	0	
50	173	-1.05	4.25	0.00	0.17	0.17	-81.34	0	
51	173	-0.46	0.17	0.00	0.17	0.17	-17.88	0	
52	173	0.00	4.25	0.00	0.17	0.17	-90.00	0	
53	173	-0.01	4.86	0.00	0.17	0.17	-150.49	0	
54	173	0.28	0.14	0.00	0.17	0.17	-134.55	0	
55	173	-0.79	4.59	0.00	0.17	0.17	-85.22	11	
1	174	0.70	6.70	0.00	0.17	0.17	-93.34	0	
2	174	-0.11	0.23	0.00	0.17	0.17	-45.65	0	
3	174	-0.35	0.77	0.00	0.17	0.17	-62.77	0	
4	174	0.44	1.72	0.00	0.17	0.17	-135.99	0	
5	174	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	174	0.35	6.35	0.00	0.17	0.17	-90.78	0	
7	174	0.00	6.35	0.00	0.17	0.17	-90.00	0	
8	174	0.02	-0.10	0.00	0.17	0.17	0.83	0	
9	174	0.14	1.90	0.00	0.17	0.17	-114.12	3	
10	174	0.22	1.43	0.00	0.17	0.17	144.96	0	
11	174	0.35	6.70	0.00	0.17	0.17	-90.74	0	
12	174	-0.96	1.99	0.00	0.17	0.17	-100.51	10	
13	174	-1.05	5.65	0.00	0.17	0.17	-83.14	0	
14	174	-0.17	4.55	0.00	0.17	0.17	-92.34	0	
15	174	-0.41	1.46	0.00	0.17	0.17	-52.39	0	
16	174	-0.70	5.65	0.00	0.17	0.17	-86.13	0	
17	174	-0.17	2.10	0.00	0.17	0.17	141.82	6	
18	174	0.00	0.79	0.00	0.17	0.17	-101.00	0	
19	174	0.57	1.39	0.00	0.17	0.17	-129.78	0	
20	174	0.70	4.95	0.00	0.17	0.17	-94.33	0	
21	174	-0.81	0.24	0.00	0.17	0.17	40.57	0	
22	174	0.75	0.65	0.00	0.17	0.17	-66.31	0	
23	174	-0.37	1.81	0.00	0.17	0.17	-135.14	0	
24	174	-1.05	3.90	0.00	0.17	0.17	-80.73	0	
25	174	0.35	4.95	0.00	0.17	0.17	-90.96	0	
26	174	-0.70	4.25	0.00	0.17	0.17	-85.10	0	
27	174	-0.35	4.25	0.00	0.17	0.17	-88.91	0	
28	174	-0.42	1.11	0.00	0.17	0.17	-42.96	0	
30	174	-0.08	-0.43	0.00	0.17	0.17	-87.51	0	
31	174	-0.77	1.69	0.00	0.17	0.17	-63.71	0	
32	174	-0.07	1.62	0.00	0.17	0.17	155.18	0	
33	174	0.79	1.66	0.00	0.17	0.17	-88.58	0	
34	174	0.55	1.04	0.00	0.17	0.17	150.49	0	
35	174	-0.69	0.84	0.00	0.17	0.17	-99.81	0	
36	174	-0.11	1.27	0.00	0.17	0.17	-49.25	0	
37	174	-0.57	0.50	0.00	0.17	0.17	-52.27	0	
38	174	0.15	0.47	0.00	0.17	0.17	-113.89	0	
39	174	2.45	6.00	0.00	0.17	0.17	-107.45	0	
41	174	0.50	0.41	0.00	0.17	0.17	-72.15	0	
42	174	0.91	1.28	0.00	0.17	0.17	-118.13	17	
43	174	0.96	0.93	0.00	0.17	0.17	103.91	1	
44	174	0.36	0.74	0.00	0.17	0.17	-129.70	0	
45	174	2.45	5.65	0.00	0.17	0.17	-108.31	0	
46	174	0.19	1.08	0.00	0.17	0.17	-99.67	0	
47	174	-0.59	2.08	0.00	0.17	0.17	-126.25	0	
48	174	1.05	6.35	0.00	0.17	0.17	-96.21	0	
49	174	-0.75	1.35	0.00	0.17	0.17	-41.57	0	
50	174	-1.05	4.25	0.00	0.17	0.17	-81.34	0	
51	174	-0.46	0.17	0.00	0.17	0.17	-17.88	0	
52	174	0.00	4.25	0.00	0.17	0.17	-90.00	0	
53	174	-0.01	4.86	0.00	0.17	0.17	-150.49	2	
54	174	0.28	0.14	0.00	0.17	0.17	-134.55	0	
55	174	-0.79	4.59	0.00	0.17	0.17	-85.22	7	
1	175	0.70	6.70	0.00	0.17	0.17	-93.34	0	
2	175	-0.11	0.23	0.00	0.17	0.17	-45.65	0	
3	175	-0.35	0.77	0.00	0.17	0.17	-62.77	0	
4	175	0.44	1.72	0.00	0.17	0.17	-135.99	0	
5	175	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	175	0.35	6.35	0.00	0.17	0.17	-90.78	0	
7	175	0.00	6.35	0.00	0.17	0.17	-90.00	0	
8	175	0.02	-0.10	0.00	0.17	0.17	0.83	0	
9	175	0.14	1.90	0.00	0.17	0.17	-114.12	1	
10	175	0.22	1.43	0.00	0.17	0.17	144.96	0	
11	175	0.35	6.70	0.00	0.17	0.17	-90.74	0	
12	175	-1.02	2.05	0.00	0.17	0.17	136.44	255	
13	175	-1.05	5.65	0.00	0.17	0.17	-83.14	0	
14	175	-0.17	4.55	0.00	0.17	0.17	-92.34	0	
15	175	-0.41	1.46	0.00	0.17	0.17	-52.39	0	
16	175	-0.70	5.65	0.00	0.17	0.17	-86.13	0	
17	175	-0.17	2.09	0.00	0.17	0.17	141.82	3	
18	175	0.00	0.79	0.00	0.17	0.17	-101.00	0	
19	175	0.57	1.39	0.00	0.17	0.17	-129.78	0	
20	175	0.70	4.95	0.00	0.17	0.17	-94.33	0	
21	175	-0.81	0.24	0.00	0.17	0.17	40.57	0	
22	175	0.75	0.65	0.00	0.17	0.17	-66.31	0	
23	175	-0.37	1.81	0.00	0.17	0.17	-135.14	0	
24	175	-1.05	3.90	0.00	0.17	0.17	-80.73	0	
25	175	0.35	4.95	0.00	0.17	0.17	-90.96	0	
26	175	-0.70	4.25	0.00	0.17	0.17	-85.10	0	
27	175	-0.35	4.25	0.00	0.17	0.17	-88.91	0	
28	175	-0.42	1.11	0.00	0.17	0.17	-42.96	0	
30	175	-0.08	-0.43	0.00	0.17	0.17	-87.51	0	
31	175	-0.77	1.69	0.00	0.17	0.17	-63.71	0	
32	175	-0.07	1.62	0.00	0.17	0.17	155.18	0	
33	175	0.79	1.66	0.00	0.17	0.17	-88.58	0	
34	175	0.55	1.04	0.00	0.17	0.17	150.49	0	
35	175	-0.72	0.87	0.00	0.17	0.17	-90.84	255	
36	175	-0.11	1.27	0.00	0.17	0.17	-49.25	0	
37	175	-0.57	0.50	0.00	0.17	0.17	-52.27	0	
38	175	0.15	0.47	0.00	0.17	0.17	-113.89	0	
39	175	2.45	6.00	0.00	0.17	0.17	-107.45	0	
41	175	0.50	0.41	0.00	0.17	0.17	-72.15	0	
42	175	0.91	1.28	0.00	0.17	0.17	-118.13	3	
43	175	0.96	0.93	0.00	0.17	0.17	103.91	0	
44	175	0.36	0.74	0.00	0.17	0.17	-129.70	0	
45	175	2.45	5.65	0.00	0.17	0.17	-108.31	0	
46	175	0.19	1.08	0.00	0.17	0.17	-99.67	0	
47	175	-0.59	2.08	0.00	0.17	0.17	-126.25	0	
48	175	1.05	6.35	0.00	0.17	0.17	-96.21	0	
49	175	-0.75	1.35	0.00	0.17	0.17	-41.57	0	
50	175	-1.05	4.25	0.00	0.17	0.17	-81.34	0	
51	175	-0.46	0.17	0.00	0.17	0.17	-17.88	0	
52	175	0.00	4.25	0.00	0.17	0.17	-90.00	0	
53	175	-0.01	4.86	0.00	0.17	0.17	-150.49	1	
54	175	0.28	0.14	0.00	0.17	0.17	-134.55	0	
55	175	-0.79	4.59	0.00	0.17	0.17	-85.22	4	
1	176	0.70	6.70	0.00	0.17	0.17	-93.34	0	
2	176	-0.11	0.23	0.00	0.17	0.17	-45.65	0	
3	176	-0.35	0.77	0.00	0.17	0.17	-62.77	0	
4	176	0.44	1.72	0.00	0.17	0.17	-135.99	0	
5	176	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	176	0.35	6.35	0.00	0.17	0.17	-90.78	0	
7	176	0.00	6.35	0.00	0.17	0.17	-90.00	0	
8	176	0.02	-0.10	0.00	0.17	0.17	0.83	0	
9	176	0.14	1.90	0.00	0.17	0.17	-114.12	1	
10	176	0.22	1.43	0.00	0.17	0.17	144.96	1	
11	176	0.35	6.70	0.00	0.17	0.17	-90.74	0	
12	176	-1.00	2.04	0.00	0.17	0.17	11.58	146	
13	176	-1.05	5.65	0.00	0.17	0.17	-83.14	0	
14	176	-0.17	4.55	0.00	0.17	0.17	-92.34	0	
15	176	-0.41	1.46	0.00	0.17	0.17	-52.39	0	
16	176	-0.70	5.65	0.00	0.17	0.17	-86.13	0	
17	176	-0.17	2.09	0.00	0.17	0.17	141.82	2	
18	176	0.00	0.79	0.00	0.17	0.17	-101.00	0	
19	176	0.57	1.39	0.00	0.17	0.17	-129.78	0	
20	176	0.70	4.95	0.00	0.17	0.17	-94.33	0	
21	176	-0.81	0.24	0.00	0.17	0.17	40.57	0	
22	176	0.78	0.63	0.00	0.17	0.17	-34.74	20	
23	176	-0.37	1.81	0.00	0.17	0.17	-135.14	0	
24	176	-1.05	3.90	0.00	0.17	0.17	-80.73	0	
25	176	0.35	4.95	0.00	0.17	0.17	-90.96	0	
26	176	-0.70	4.25	0.00	0.17	0.17	-85.10	0	
27	176	-0.35	4.25	0.00	0.17	0.17	-88.91	0	
28	176	-0.42	1.11	0.00	0.17	0.17	-42.96	0	
30	176	-0.08	-0.43	0.00	0.17	0.17	-87.51	0	
31	176	-0.77	1.69	0.00	0.17	0.17	-63.71	0	
32	176	-0.07	1.62	0.00	0.17	0.17	155.18	0	
33	176	0.88	1.66	0.00	0.17	0.17	-5.98	255	
34	176	0.55	1.04	0.00	0.17	0.17	150.49	0	
35	176	-0.72	0.85	0.00	0.17	0.17	-113.32	65	
36	176	-0.11	1.27	0.00	0.17	0.17	-49.25	7	
37	176	-0.57	0.50	0.00	0.17	0.17	-52.27	0	
38	176	0.15	0.47	0.00	0.17	0.17	-113.89	0	
39	176	2.45	6.00	0.00	0.17	0.17	-107.45	0	
41	176	0.50	0.41	0.00	0.17	0.17	-72.15	0	
42	176	0.91	1.28	0.00	0.17	0.17	-118.13	2	
43	176	0.96	0.93	0.00	0.17	0.17	103.91	2	
44	176	0.36	0.74	0.00	0.17	0.17	-129.70	0	
45	176	2.45	5.65	0.00	0.17	0.17	-108.31	0	
46	176	0.19	1.08	0.00	0.17	0.17	-99.67	2	
47	176	-0.60	2.07	0.00	0.17	0.17	-126.25	107	
48	176	1.05	6.35	0.00	0.17	0.17	-96.21	0	
49	176	-0.75	1.35	0.00	0.17	0.17	-41.57	0	
50	176	-1.05	4.25	0.00	0.17	0.17	-81.34	0	
51	176	-0.46	0.17	0.00	0.17	0.17	-17.88	0	
52	176	0.00	4.25	0.00	0.17	0.17	-90.00	0	
53	176	-0.01	4.86	0.00	0.17	0.17	-150.49	0	
54	176	0.28	0.14	0.00	0.17	0.17	-134.55	0	
55	176	-0.79	4.59	0.00	0.17	0.17	-85.22	2	
1	177	0.70	6.70	0.00	0.17	0.17	-93.34	0	
2	177	-0.11	0.23	0.00	0.17	0.17	-45.65	0	
3	177	-0.35	0.77	0.00	0.17	0.17	-62.77	0	
4	177	0.44	1.72	0.00	0.17	0.17	-135.99	0	
5	177	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	177	0.35	6.35	0.00	0.17	0.17	-90.78	0	
7	177	0.00	6.35	0.00	0.17	0.17	-90.00	0	
8	177	0.02	-0.10	0.00	0.17	0.17	0.83	0	
9	177	0.14	1.90	0.00	0.17	0.17	-114.12	1	
10	177	0.22	1.43	0.00	0.17	0.17	144.96	0	
11	177	0.35	6.70	0.00	0.17	0.17	-90.74	0	
12	177	-0.99	2.00	0.00	0.17	0.17	-70.84	81	
13	177	-1.05	5.65	0.00	0.17	0.17	-83.14	0	
14	177	-0.17	4.55	0.00	0.17	0.17	-92.34	0	
15	177	-0.41	1.46	0.00	0.17	0.17	-52.39	0	
16	177	-0.70	5.65	0.00	0.17	0.17	-86.13	0	
17	177	-0.16	2.09	0.00	0.17	0.17	-146.16	5	
18	177	0.00	0.79	0.00	0.17	0.17	-101.00	0	
19	177	0.57	1.39	0.00	0.17	0.17	-129.78	0	
20	177	0.70	4.95	0.00	0.17	0.17	-94.33	0	
21	177	-0.81	0.24	0.00	0.17	0.17	40.57	0	
22	177	0.78	0.62	0.00	0.17	0.17	-34.74	9	
23	177	-0.37	1.81	0.00	0.17	0.17	-135.14	0	
24	177	-1.05	3.90	0.00	0.17	0.17	-80.73	0	
25	177	0.35	4.95	0.00	0.17	0.17	-90.96	0	
26	177	-0.70	4.25	0.00	0.17	0.17	-85.10	0	
27	177	-0.35	4.25	0.00	0.17	0.17	-88.91	0	
28	177	-0.42	1.11	0.00	0.17	0.17	-42.96	0	
30	177	-0.08	-0.43	0.00	0.17	0.17	-87.51	0	
31	177	-0.77	1.69	0.00	0.17	0.17	-63.71	0	
32	177	-0.07	1.62	0.00	0.17	0.17	155.18	0	
33	177	0.86	1.65	0.00	0.17	0.17	-130.06	85	
34	177	0.55	1.04	0.00	0.17	0.17	150.49	0	
35	177	-0.71	0.84	0.00	0.17	0.17	-47.32	33	
36	177	-0.11	1.27	0.00	0.17	0.17	-49.25	0	
37	177	-0.57	0.50	0.00	0.17	0.17	-52.27	0	
38	177	0.15	0.47	0.00	0.17	0.17	-113.89	0	
39	177	2.45	6.00	0.00	0.17	0.17	-107.45	0	
41	177	0.50	0.41	0.00	0.17	0.17	-72.15	0	
42	177	0.91	1.28	0.00	0.17	0.17	-118.13	3	
43	177	0.96	0.93	0.00	0.17	0.17	103.91	9	
44	177	0.36	0.74	0.00	0.17	0.17	-129.70	0	
45	177	2.45	5.65	0.00	0.17	0.17	-108.31	0	
46	177	0.19	1.08	0.00	0.17	0.17	-99.67	1	
47	177	-0.60	2.07	0.00	0.17	0.17	-126.25	1	
48	177	1.05	6.35	0.00	0.17	0.17	-96.21	0	
49	177	-0.75	1.35	0.00	0.17	0.17	-41.57	0	
50	177	-1.05	4.25	0.00	0.17	0.17	-81.34	0	
51	177	-0.46	0.17	0.00	0.17	0.17	-17.88	0	
52	177	0.00	4.25	0.00	0.17	0.17	-90.00	0	
53	177	-0.01	4.86	0.00	0.17	0.17	-150.49	0	
54	177	0.28	0.14	0.00	0.17	0.17	-134.55	0	
55	177	-0.79	4.59	0.00	0.17	0.17	-85.22	1	
1	178	0.70	6.70	0.00	0.17	0.17	-93.34	0	
2	178	-0.11	0.23	0.00	0.17	0.17	-45.65	0	
3	178	-0.35	0.77	0.00	0.17	0.17	-62.77	0	
4	178	0.44	1.71	0.00	0.17	0.17	-135.99	0	
5	178	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	178	0.35	6.35	0.00	0.17	0.17	-90.78	0	
